x,y,z
10776.35941,100803.9621,338.548878
10772.57573,100805.8959,335.91375
10768.79057,100807.8589,333.302408
10765.12493,100809.7869,330.797168
10803.15483,100790.3976,346.047826
10799.86214,100791.8628,342.582068
10796.55753,100793.3485,339.136482
10793.24112,100794.8548,335.711203
10789.91312,100796.3815,332.30631
10786.57922,100797.9319,328.917875
10783.243,100799.5077,325.543494
10779.90458,100801.1089,322.183283
10776.56407,100802.7354,318.837354
10773.22159,100804.3873,315.50585
10770.55212,100805.7282,312.857812
10774.70592,100779.0475,387.435054
10770.05547,100780.9182,387.325048
10765.40925,100782.8005,387.234343
10760.76737,100784.6943,387.162941
10756.12993,100786.5996,387.110842
10751.49707,100788.5164,387.077935
10746.87193,100790.4519,387.058645
10742.25631,100792.4101,387.049884
10737.65033,100794.3909,387.051654
10733.05412,100796.3943,387.063955
10728.46797,100798.4204,387.086948
10723.89813,100800.4828,387.12748
10719.34826,100802.5883,387.189166
10779.30606,100777.4633,379.593076
10774.73008,100779.3684,378.574018
10770.15821,100781.2892,377.566063
10765.59052,100783.2255,376.568611
10761.02708,100785.177,375.581677
10756.46794,100787.1439,374.605275
10751.91249,100789.1255,373.641574
10747.3562,100791.1181,372.705039
10742.79837,100793.1211,371.798384
10738.23919,100795.1342,370.921646
10775.70917,100778.6997,367.52546
10771.41954,100780.4479,365.643251
10767.12699,100782.2131,363.783693
10762.83165,100783.9952,361.946845
10758.53367,100785.7942,360.132767
10754.23387,100787.6092,358.338953
10749.93343,100789.4386,356.561468
10745.95203,100791.1449,354.930592
10761.91952,100785.2376,344.030767
10758.0315,100786.9452,341.391181
10754.15235,100788.6846,338.766971
10823.74974,100826.826,329.393753
10820.80229,100828.2273,325.605763
10817.84556,100829.6437,321.830638
10814.88338,100831.073,318.06467
10811.91577,100832.5152,314.307895
10808.94277,100833.9702,310.560354
10805.96442,100835.4382,306.82209
10802.98209,100836.9202,303.092573
10799.99741,100838.4178,299.371168
10797.01043,100839.931,295.65792
10794.0212,100841.4597,291.952877
10791.58272,100842.7175,288.938628
10784.95595,100865.5237,362.289555
10780.5064,100867.5737,361.290132
10776.052,100869.6196,360.303953
10771.59327,100871.6618,359.329753
10767.13026,100873.7004,358.367539
10762.66299,100875.7352,357.417317
10758.19211,100877.7676,356.478757
10753.88266,100879.7361,355.581564
10793.0529,100865.0494,337.442853
10789.11947,100867.2612,335.289751
10785.18076,100869.4835,333.157161
10781.23678,100871.716,331.045112
10777.28762,100873.9588,328.953652
10773.63605,100876.039,327.040515
10822.78552,100848.7669,322.519798
10819.74441,100850.2694,318.846375
10816.70169,100851.786,315.180061
10813.6574,100853.3166,311.520893
10810.61144,100854.8614,307.869103
10807.56238,100856.4235,304.227236
10804.50983,100858.0036,300.596114
10801.45385,100859.6018,296.975804
10798.39448,100861.2181,293.366372
10795.82541,100862.5882,290.347026
10709.77405,100806.0699,404.171293
10712.81148,100804.8734,407.994017
10715.84267,100803.6758,411.821321
10718.86759,100802.4769,415.653197
10721.88625,100801.2768,419.489634
10724.90131,100800.0729,423.327681
10727.91821,100798.8596,427.161355
10730.93709,100797.6369,430.990468
10733.95794,100796.4048,434.815002
10706.93095,100807.238,408.659517
10708.25204,100806.7362,413.455651
10709.56096,100806.2354,418.255224
10710.85769,100805.7355,423.058205
10712.14436,100805.2354,427.863864
10713.43301,100804.728,432.66823
10714.72552,100804.2122,437.470664
10715.85471,100803.7561,441.652958
10703.70607,100808.7332,411.205534
10702.88474,100809.0994,416.123998
10702.0852,100809.4596,421.046492
10701.30748,100809.8138,425.972911
10700.55174,100810.1624,430.903158
10699.81822,100810.5055,435.837139
10699.10692,100810.8432,440.774746
10698.6467,100811.0646,444.056751
10689.91869,100814.5582,421.755815
10687.17249,100815.7504,425.760417
10685.07398,100816.6747,428.80812
10711.42396,100810.011,403.058892
10714.21594,100808.2014,406.79121
10716.99963,100806.3958,410.531646
10719.77501,100804.5942,414.280179
10722.54208,100802.7966,418.036785
10725.30144,100801.0008,421.799897
10728.05435,100799.2025,425.566536
10730.80081,100797.4016,429.33662
10733.54083,100795.598,433.11014
10735.65853,100794.1993,436.035086
10735.77763,100838.3503,403.816437
10738.95788,100837.051,407.44931
10742.13814,100835.7517,411.082183
10744.30166,100834.8678,413.553627
10735.28061,100838.3496,403.966601
10738.34183,100837.0487,407.699792
10741.40305,100835.7479,411.432983
10743.58264,100834.8217,414.091015
10730.75087,100840.7499,404.223234
10729.6161,100841.2453,409.067497
10728.466,100841.7347,413.908745
10727.30058,100842.2183,418.746924
10726.11986,100842.6959,423.581979
10724.92498,100843.1682,428.41407
10724.04411,100843.5139,431.955846
10727.60835,100841.6905,403.554469
10724.31213,100843.0544,407.057976
10720.9988,100844.3956,410.55411
10718.68267,100845.3156,412.983002
10729.33091,100841.5169,403.577439
10726.9858,100842.5433,407.930337
10724.63144,100843.5599,412.280551
10722.26787,100844.5666,416.62805
10719.89509,100845.5636,420.972802
10717.51346,100846.5544,425.314105
10746.96098,100849.9978,404.086676
10746.44024,100849.9983,409.059483
10745.91267,100850.0055,414.031567
10745.37829,100850.0193,419.002909
10745.02962,100850.0317,422.212502
10745.34147,100850.2339,403.940845
10743.63721,100850.7081,408.617451
10741.9167,100851.1907,413.287232
10740.17996,100851.6818,417.950117
10738.42701,100852.1814,422.606035
10736.65903,100852.6882,427.255479
10735.01233,100853.1581,431.563626
10741.94796,100851.535,403.545092
10738.52408,100852.6002,407.029687
10735.09065,100853.6591,410.506774
10731.64769,100854.7118,413.976329
10728.19521,100855.7582,417.438324
10724.73435,100856.7989,420.893686
10722.64367,100857.4257,422.979461
10740.65172,100866.8711,402.876804
10744.51756,100865.6133,405.830425
10748.3834,100864.3555,408.784046
10735.90817,100868.5475,405.12214
10735.34759,100868.6468,410.166114
10734.78445,100868.7517,415.209687
10734.21875,100868.8624,420.252853
10733.65049,100868.9786,425.295603
10733.07928,100869.1007,430.337883
10732.52732,100870.0196,404.917793
10730.08196,100871.0587,409.153403
10728.46582,100871.7455,411.952717
10742.88192,100879.5451,404.550987
10740.21087,100880.6278,408.636732
10737.54345,100881.7004,412.727511
10734.87969,100882.7628,416.823302
10733.28026,100883.3966,419.287684
10747.43723,100877.5211,404.499712
10747.38062,100877.5589,409.499247
10747.33271,100877.5908,414.498915
10747.29352,100877.617,419.498692
10747.2671,100877.6346,423.739072
10795.83309,100896.7392,330.791534
10791.67146,100898.3533,328.276768
10787.50239,100899.9531,325.76521
10809.09761,100896.3829,295.473983
10807.05463,100897.3397,293.177065
10838.53064,100883.7785,284.977114
10836.58929,100884.6776,280.925814
10831.55645,100887.0655,270.441341
10829.42773,100888.093,266.035363
10827.4128,100889.0733,261.885702
10649.67896,100725.9395,505.602907
10651.6514,100725.294,510.151832
10653.62686,100724.6474,514.699306
10655.60504,100723.999,519.24533
10657.58474,100723.3451,523.789908
10659.56583,100722.6853,528.333033
10661.54831,100722.0197,532.874699
10663.53218,100721.3482,537.414898
10665.51732,100720.6698,541.9535
10667.50331,100719.9798,546.489995
10669.49007,100719.2778,551.024306
10670.92083,100718.765,554.287189
10692.77168,100707.855,473.243494
10696.47068,100706.4401,476.295587
10700.17077,100705.0138,479.341064
10703.87261,100703.5885,482.384878
10707.57644,100702.1683,485.428695
10711.01944,100700.8535,488.256707
10705.75121,100701.6463,461.734815
10709.81677,100699.93,464.282068
10713.88167,100698.2062,466.825329
10717.94721,100696.4769,469.363878
10722.01339,100694.7423,471.897712
10726.53061,100694.8823,455.634668
10662.57832,100721.0417,464.908071
10665.87931,100719.9166,468.491035
10668.68771,100718.9523,471.53379
10679.96193,100715.0113,483.70814
10683.268,100713.8328,487.269189
10686.5743,100712.6439,490.826546
10689.88097,100711.4455,494.380417
10693.18863,100710.2424,497.931731
10696.49735,100709.0349,501.480589
10699.80713,100707.8232,505.026987
10703.11797,100706.6071,508.570921
10706.42996,100705.3876,512.112598
10708.75096,100704.5334,514.592713
10651.59124,100723.8209,477.303016
10654.21909,100722.9372,481.463972
10656.85718,100722.0521,485.618141
10659.50243,100721.1675,489.767849
10662.15033,100720.2861,493.916557
10664.80083,100719.408,498.064291
10667.45393,100718.5331,502.21105
10670.10963,100717.6614,506.35683
10672.76663,100716.791,510.502024
10675.42304,100715.9187,514.647213
10678.07884,100715.0445,518.792403
10680.73403,100714.1685,522.937593
10683.38861,100713.2907,527.082781
10686.04182,100712.4087,531.227978
10688.36823,100711.6287,534.865816
10641.78316,100688.259,457.871791
10644.0972,100687.6642,461.842933
10663.49275,100681.9004,494.958463
10665.98487,100681.0492,499.208723
10668.47542,100680.1751,503.455272
10670.96435,100679.2783,507.698018
10673.45748,100678.3706,511.935972
10675.96488,100677.4722,516.167512
10678.48668,100676.5837,520.392552
10681.02285,100675.7049,524.611034
10683.57336,100674.836,528.8229
10686.13699,100673.9752,533.028478
10688.7117,100673.1199,537.228392
10691.29744,100672.27,541.422622
10693.89418,100671.4255,545.611138
10695.5569,100670.8894,548.28083
10681.22947,100670.594,493.023042
10683.75988,100669.5754,496.393565
10691.26132,100666.4664,506.369353
10694.17858,100665.2124,510.231611
10697.09655,100663.9328,514.084928
10700.01534,100662.628,517.929155
10702.9425,100661.3111,521.762876
10705.88185,100659.9887,525.585369
10708.19568,100658.9477,528.575464
10639.27696,100685.7821,475.607086
10641.10237,100685.048,480.2037
10642.93236,100684.3038,484.796877
10644.76693,100683.5495,489.38659
10646.60597,100682.7856,493.972914
10648.44709,100682.0206,498.558216
10650.28928,100681.2581,503.143521
10652.13253,100680.4983,507.728825
10653.97683,100679.7409,512.314129
10655.82215,100678.986,516.899412
10657.66711,100678.2272,521.484211
10659.51113,100677.462,526.068323
10661.35421,100676.6904,530.65174
10663.19635,100675.9124,535.234453
10665.03763,100675.1276,539.816345
10666.88026,100674.3253,544.394655
10668.72518,100673.5009,548.968125
10670.57235,100672.6545,553.53666
10672.42173,100671.7861,558.100167
10673.71425,100671.1667,561.283375
10639.40548,100684.8113,498.518673
10640.89774,100684.1988,503.251335
10642.38958,100683.5811,507.983437
10643.88099,100682.958,512.714976
10645.37198,100682.3296,517.445945
10646.86119,100681.6966,522.176867
10648.34213,100681.0629,526.910278
10649.81393,100680.4288,531.646496
10651.2766,100679.7945,536.385504
10652.73011,100679.1598,541.127285
10654.1758,100678.5247,545.871395
10655.61998,100677.8881,550.615776
10656.77484,100677.3778,554.411281
10627.93711,100686.4991,528.70466
10628.62246,100685.9651,533.632147
10629.3065,100685.4294,538.559636
10629.98924,100684.892,543.487124
10630.67066,100684.353,548.41461
10631.35322,100683.8142,553.341964
10632.03993,100683.278,558.269021
10632.73079,100682.7443,563.195775
10602.71999,100636.0961,520.809015
10604.36507,100635.2965,525.46242
10606.01035,100634.4757,530.11208
10607.65578,100633.6338,534.75791
10609.30134,100632.7708,539.399825
10610.947,100631.8868,544.037738
10612.59173,100630.9906,548.673661
10614.23458,100630.091,553.309588
10615.87554,100629.188,557.945516
10617.5146,100628.2816,562.581442
10619.15178,100627.3717,567.217365
10620.78875,100626.4597,571.852945
10621.77753,100625.9089,574.650658
10607.99074,100629.946,503.94252
10610.0771,100628.8586,508.354399
10612.17815,100627.7727,512.759679
10614.29351,100626.6865,517.158001
10616.42024,100625.5843,521.54688
10618.5577,100624.4631,525.925713
10619.96718,100623.7165,528.795779
10618.70014,100627.5105,496.682132
10621.09419,100626.3755,500.92246
10623.49379,100625.2523,505.162767
10625.899,100624.1405,509.402927
10628.31216,100623.0338,513.639892
10630.73436,100621.9292,517.872223
10632.52093,100621.1183,520.980868
10647.12288,100717.1727,516.521414
10649.33842,100716.406,520.937693
10651.54094,100715.6128,525.355793
10653.73038,100714.7931,529.77556
10655.90666,100713.9469,534.196837
10658.06931,100713.0732,538.619443
10660.21162,100712.1536,543.042638
10662.33098,100711.1818,547.465715
10664.42713,100710.1579,551.888097
10666.49977,100709.0819,556.309209
10668.41773,100708.0296,560.442991
10648.40483,100714.9574,488.525405
10651.17441,100714.0606,492.590527
10653.94755,100713.152,496.650577
10656.72423,100712.2314,500.705526
10659.50443,100711.299,504.755345
10662.28423,100710.3478,508.801075
10665.04645,100709.3484,512.847192
10667.78875,100708.2973,516.893764
10670.5108,100707.1947,520.940296
10673.21225,100706.0407,524.98629
10675.89865,100704.8463,529.030628
10678.5955,100703.6595,533.070258
10681.30579,100702.4861,537.104785
10684.02948,100701.3261,541.134147
10686.76651,100700.1794,545.158282
10689.51427,100699.0448,549.178559
10692.26143,100697.9173,553.201219
10694.5184,100696.9951,556.510579
10592.23161,100638.9158,545.478126
10593.39899,100638.323,550.303664
10594.56331,100637.7233,555.129083
10595.72424,100637.1207,559.954964
10596.88178,100636.5152,564.781301
10598.03593,100635.9069,569.608091
10599.18674,100635.2957,574.435309
10600.33589,100634.68,579.26235
10601.48412,100634.059,584.088941
10602.47935,100633.5162,588.275159
10648.96954,100709.626,475.723493
10651.86366,100708.2563,479.568163
10654.76558,100706.8832,483.405682
10657.67815,100705.5231,487.239793
10660.60145,100704.1767,491.070565
10663.53542,100702.8439,494.897948
10666.48003,100701.5248,498.721895
10669.43983,100700.231,502.542735
10672.42399,100698.9864,506.360956
10675.43242,100697.7918,510.17611
10678.46475,100696.6474,513.987726
10681.52059,100695.5533,517.795331
10684.59379,100694.4996,521.600395
10687.67251,100693.4664,525.406592
10690.75634,100692.4529,529.213967
10693.84525,100691.4592,533.022455
10696.93917,100690.4853,536.831995
10700.03538,100689.5146,540.640455
10584.64987,100642.3069,579.158372
10677.12289,100706.2968,478.440278
10680.71814,100705.0885,481.698234
10684.31765,100703.8858,484.953534
10687.9075,100702.6663,488.213251
10691.47139,100701.4046,491.485331
10695.00895,100700.1007,494.769444
10698.51978,100698.7548,498.065243
10702.00353,100697.367,501.372386
10705.47661,100695.9551,504.680622
10708.95821,100694.5398,507.97839
10711.82262,100693.3754,510.677675
10680.8213,100697.6893,471.132352
10684.63021,100696.3438,474.078854
10688.4532,100695.0381,477.024992
10692.28723,100693.759,479.968439
10696.13036,100692.4976,482.907716
10699.98253,100691.2542,485.842774
10703.84367,100690.0286,488.773562
10707.71361,100688.8206,491.700062
10711.58193,100687.6037,494.624963
10713.92586,100686.8521,496.400442
10626.2132,100648.862,484.04702
10628.39054,100648.2066,488.500055
10630.57759,100647.5247,492.944358
10632.77426,100646.8164,497.379775
10634.98035,100646.0818,501.806225
10637.18452,100645.3242,506.229754
10639.37951,100644.5457,510.654224
10641.56527,100643.7464,515.079541
10643.74177,100642.9262,519.505614
10645.90896,100642.0853,523.93237
10648.06737,100641.2337,528.36136
10650.21734,100640.3776,532.793598
10652.35886,100639.5171,537.229066
10654.38591,100638.6953,541.446626
10628.1196,100647.1334,476.024957
10637.27488,100643.943,488.510404
10640.21168,100642.9836,492.441659
10642.13669,100642.3711,494.999689
10611.82184,100653.2794,528.5923
10614.03985,100652.2926,532.96342
10616.27375,100651.3351,537.332947
10618.52342,100650.4068,541.700689
10620.78878,100649.5079,546.066451
10623.07111,100648.6339,550.428448
10625.372,100647.7797,554.784632
10627.69136,100646.9455,559.134863
10629.313,100646.3778,562.152525
10615.34619,100654.2934,516.425239
10618.13011,100653.3589,520.472023
10620.91479,100652.4052,524.513808
10623.69899,100651.4331,528.551538
10626.48266,100650.4426,532.585155
10629.26576,100649.4337,536.614601
10632.0487,100648.4068,540.63961
10634.83732,100647.3666,544.657262
10637.63347,100646.3146,548.6666
10639.85587,100645.4721,551.839666
10602.76644,100655.6098,551.360269
10604.18218,100654.8738,556.098843
10605.60023,100654.1277,560.835135
10607.02039,100653.3716,565.569195
10608.44268,100652.6054,570.301001
10609.86708,100651.8291,575.030534
10611.29235,100651.0435,579.75827
10612.71434,100650.2513,584.485885
10613.84648,100649.6145,588.258529
10661.80185,100746.5869,444.939835
10664.58358,100745.4406,448.933323
10667.3759,100744.3206,452.926895
10670.1787,100743.227,456.920423
10672.9919,100742.1598,460.913777
10675.81701,100741.1169,464.905145
10678.65677,100740.0947,468.89146
10681.51116,100739.093,472.872562
10684.3801,100738.1121,476.848345
10687.26351,100737.1518,480.818702
10690.15797,100736.1918,484.781075
10692.42353,100735.4169,487.869015
10656.20336,100747.4527,450.07747
10658.42654,100746.1634,454.366421
10660.64421,100744.8617,458.654486
10662.85635,100743.5476,462.941633
10665.06301,100742.2212,467.227825
10667.26914,100740.8892,471.512536
10669.47782,100739.5557,475.795447
10671.68907,100738.2206,480.076555
10673.90287,100736.8839,484.355859
10676.11925,100735.5457,488.633336
10678.34057,100734.2045,492.907325
10680.56826,100732.8595,497.176779
10682.80233,100731.5106,501.441684
10684.28053,100730.6181,504.25445
10659.05426,100747.1067,479.016203
10660.83795,100746.2719,483.612023
10662.63003,100745.4286,488.203016
10664.43052,100744.5767,492.789153
10666.23902,100743.715,497.370283
10668.05414,100742.838,501.945891
10669.8757,100741.9452,506.515873
10671.70368,100741.0365,511.080169
10673.53806,100740.1121,515.638719
10674.85057,100739.4428,518.887789
10700.79237,100725.8928,469.447896
10704.26988,100724.1342,472.765482
10707.74568,100722.3593,476.076133
10711.21972,100720.5681,479.379807
10714.69197,100718.7605,482.676465
10627.7692,100671.4186,506.275078
10629.9845,100670.8098,510.776903
10632.2018,100670.1963,515.277102
10634.41878,100669.5705,519.775754
10636.63248,100668.9226,524.27291
10638.84285,100668.2528,528.768482
10641.04985,100667.561,533.262382
10643.25343,100666.8473,537.754524
10645.45196,100666.1063,542.244735
10647.64372,100665.3329,546.732769
10649.82861,100664.5269,551.218429
10652.00654,100663.6884,555.701523
10599.20578,100615.7528,516.723269
10601.15677,100615.0991,521.280286
10602.60284,100614.6147,524.657946
10619.84085,100671.791,542.672754
10621.16658,100671.2163,547.459416
10622.50268,100670.6349,552.24238
10623.85554,100670.0502,557.020231
10625.22516,100669.4623,561.79291
10626.6115,100668.8711,566.560354
10628.01393,100668.2773,571.322765
10628.98323,100667.8745,574.615512
10611.88918,100610.2363,512.693848
10614.17705,100609.2875,516.812489
10611.73053,100669.573,554.506094
10612.77952,100669.0236,559.363851
10613.83061,100668.4783,564.221609
10614.88379,100667.937,569.079364
10615.93924,100667.3994,573.937046
10617.00123,100666.8588,578.792963
10617.81205,100666.445,582.473039
10633.34531,100664.3261,479.082361
10636.01244,100663.2527,483.17311
10638.67956,100662.1793,487.263858
10641.34669,100661.1059,491.354607
10644.01382,100660.0325,495.445356
10646.28861,100659.1169,498.934355
10717.55179,100725.9407,458.866409
10721.61841,100724.5933,461.444596
10725.70032,100723.2551,464.003312
10729.7974,100721.926,466.542487
10733.77353,100720.639,468.971744
10721.45217,100710.5564,453.621863
10725.35267,100708.4038,455.891818
10729.25468,100706.254,458.161772
10733.15776,100704.1062,460.431725
10735.72913,100702.6912,461.927169
10781.48445,100885.9096,374.036953
10776.98535,100888.0032,373.424666
10772.4932,100890.1126,372.815841
10768.00805,100892.238,372.210485
10763.52998,100894.3791,371.608542
10759.54675,100896.2998,371.072455
10793.95945,100886.8507,335.367721
10789.71087,100888.7394,333.095004
10785.48203,100890.6856,330.834019
10781.27354,100892.689,328.585091
10803.27962,100875.871,322.803952
10799.57643,100877.3433,319.723679
10795.86456,100878.7934,316.643338
10792.14408,100880.2213,313.562999
10788.41509,100881.627,310.482729
10808.16858,100874.5484,308.638853
10804.75118,100875.8426,305.226202
10801.31749,100877.1308,301.82761
10798.00588,100878.3616,298.57825
10826.42186,100865.0614,303.989777
10819.15198,100867.5539,293.038958
10816.43063,100868.4967,288.95173
10813.70687,100869.4456,284.867524
10810.98029,100870.4008,280.786695
10808.72277,100871.1965,277.42291
10835.6735,100866.5436,298.320985
10833.42058,100867.5401,293.969983
10831.18018,100868.5767,289.621902
10828.95317,100869.6549,285.277045
10826.73974,100870.7746,280.935746
10824.54005,100871.9357,276.598337
10822.35301,100873.1344,272.264753
10820.17614,100874.3629,267.934404
10818.00944,100875.6209,263.607436
10815.85299,100876.9084,259.28402
10814.36699,100877.8165,256.294817
10843.36209,100862.0641,286.83956
10841.56164,100863.0428,282.236008
10839.7526,100864.0361,277.638962
10837.935,100865.0441,273.048483
10836.10916,100866.0666,268.464489
10834.28808,100867.1009,263.881229
10832.47857,100868.1453,259.295712
10830.68064,100869.2,254.707979
10828.89431,100870.2649,250.118077
10827.11943,100871.3399,245.526062
10825.35162,100872.4193,240.932387
10823.58884,100873.5008,236.33725
10821.83111,100874.5843,231.740659
10820.07841,100875.6698,227.142619
10831.0894,100822.7017,322.897879
10828.8055,100823.8206,318.593014
10826.52403,100824.9529,314.290369
10824.24226,100826.0913,309.989497
10821.96021,100827.2359,305.690405
10819.67787,100828.3866,301.393099
10817.39522,100829.5434,297.097591
10815.10934,100830.7024,292.804408
10812.81822,100831.861,288.513909
10810.52189,100833.0193,284.226101
10808.22033,100834.1771,279.94099
10805.91356,100835.3347,275.6586
10803.60186,100836.5003,271.381054
10801.28542,100837.6796,267.109824
10799.67946,100838.5038,264.157426
10833.92963,100822.5422,315.345878
10831.92998,100823.5877,310.884002
10829.9324,100824.6438,306.423677
10827.9369,100825.7103,301.964926
10825.94349,100826.7874,297.507768
10823.95229,100827.875,293.052194
10821.96728,100828.9758,288.597091
10819.9905,100830.0911,284.141922
10818.02198,100831.2208,279.686738
10816.06173,100832.3649,275.231588
10814.10961,100833.5234,270.776574
10812.15889,100834.6924,266.323706
10810.20616,100835.8701,261.87401
10808.25143,100837.0565,257.427499
10806.73866,100837.9798,253.991651
10836.6287,100822.1156,305.402495
10834.96618,100823.0359,300.777671
10833.30459,100823.9679,296.154847
10831.64393,100824.9115,291.534047
10829.9849,100825.8656,286.914825
10828.32884,100826.8282,282.296273
10826.6758,100827.799,277.67838
10825.02579,100828.7782,273.061161
10823.37881,100829.7656,268.44463
10821.73159,100830.7611,263.829903
10820.07769,100831.7639,259.219157
10818.41696,100832.7741,254.612471
10816.7494,100833.7915,250.009867
10815.07503,100834.8164,245.411367
10813.39682,100835.8472,240.815617
10811.72063,100836.8817,236.219932
10810.04662,100837.9196,231.624246
10808.37479,100838.9611,227.028561
10807.35503,100839.5987,224.222437
10837.50064,100820.8268,286.60513
10836.65619,100821.2586,283.675322
10825.99662,100826.9115,248.28867
10824.51014,100827.7166,243.583119
10823.01038,100828.5315,238.88348
10821.51046,100829.3498,234.184468
10820.01342,100830.1698,229.484859
10818.51924,100830.9917,224.784654
10817.02794,100831.8155,220.083855
10815.74946,100832.5244,216.046359
10852.08287,100899.4827,258.33249
10850.44665,100900.2225,253.666067
10848.80714,100900.9747,249.002795
10847.40491,100901.6268,245.024277
10843.51306,100899.6704,263.071993
10841.60837,100900.415,258.509352
10839.70533,100901.1682,253.947429
10837.80394,100901.93,249.386236
10836.07866,100902.6281,245.24472
10831.84058,100903.4157,265.258575
10830.0002,100904.1232,261.844518
10677.29455,100647.6161,530.219588
10673.41378,100649.3453,532.85573
10669.79145,100650.9793,535.315502
10668.502,100652.2386,518.550225
10664.20523,100654.2103,520.178076
10660.8204,100655.7572,521.459515
10674.70165,100647.8683,500.451376
10659.44291,100654.1294,501.830798
10654.68816,100656.0634,502.236027
10650.02645,100659.5516,483.120069
10641.76612,100660.6034,470.94859
10637.27353,100662.3872,469.670001
10633.54843,100663.872,468.603512
10685.35509,100654.6529,527.012333
10681.4731,100656.4414,529.606811
10677.59158,100658.2396,532.19532
10673.71055,100660.0474,534.777848
10669.82993,100661.8644,537.35452
10665.94778,100663.6828,539.927896
10662.06336,100665.4997,542.498933
10659.29706,100666.792,544.327572
10663.0416,100661.7441,504.117259
10658.41437,100663.5646,504.641025
10653.7929,100665.3988,505.167999
10649.17713,100667.2457,505.700537
10646.08316,100668.4921,506.060987
10646.5796,100674.08,477.397232
10642.15781,100676.1977,476.41588
10638.80406,100677.813,475.672448
10710.41884,100664.8606,509.361044
10705.9836,100666.6031,510.875078
10701.54397,100668.3402,512.382458
10697.09996,100670.0718,513.883176
10692.65114,100671.7982,515.375697
10688.19609,100673.5198,516.855142
10685.28087,100674.6424,517.814839
10702.33991,100675.2628,527.36316
10698.29882,100676.8974,529.812197
10694.25853,100678.5316,532.262756
10690.21903,100680.1656,534.714836
10686.18032,100681.7992,537.168437
10682.14328,100683.4328,539.62478
10678.10918,100685.0668,542.085666
10674.07804,100686.7013,544.55111
10670.04986,100688.3362,547.021107
10666.02466,100689.9715,549.495654
10662.00218,100691.614,551.969901
10657.9821,100693.2735,554.43667
10654.42959,100694.7551,556.611476
10710.04006,100671.2267,489.382934
10705.47161,100672.9106,488.245462
10700.90307,100674.5999,487.116492
10696.33506,100676.2963,485.996023
10691.76819,100678.0014,484.884055
10687.2025,100679.7151,483.780596
10682.63802,100681.4375,482.685651
10678.07476,100683.1685,481.599228
10675.0404,100684.3253,480.880493
10648.90898,100694.5237,474.770415
10644.52509,100696.2767,473.758993
10645.4893,100616.4918,537.200112
10634.60842,100620.9624,544.810266
10630.72766,100622.5636,547.526143
10626.8541,100624.1819,550.242111
10622.99035,100625.8234,552.958155
10619.13651,100627.488,555.674206
10615.43357,100629.1134,558.29052
10632.70212,100624.2566,500.257322
10629.08891,100625.867,500.734329
10632.2623,100616.476,519.503425
10627.6559,100618.0622,521.180993
10623.05465,100619.6633,522.858551
10618.45852,100621.2791,524.536084
10613.86508,100622.9025,526.213607
10862.3807,100895.2958,254.977403
10861.14182,100895.844,250.375684
10767.70959,100804.1658,355.527364
10771.93632,100802.5006,353.37011
10776.15657,100800.8397,351.196918
10780.37027,100799.183,349.007817
10784.57738,100797.5307,346.802833
10788.77828,100795.8808,344.584207
10792.97534,100794.2236,342.363809
10797.1689,100792.5575,340.143403
10801.35894,100790.8826,337.922998
10766.24722,100804.727,353.129952
10767.73264,100804.189,348.386111
10769.20602,100803.6615,343.637324
10770.66733,100803.1448,338.883644
10772.11657,100802.6386,334.125125
10773.55514,100802.1416,329.362413
10774.99159,100801.6441,324.599104
10776.42734,100801.1446,319.835794
10777.86239,100800.6431,315.072484
10779.29675,100800.1396,310.309174
10780.7309,100799.6349,305.545931
10782.16785,100799.1338,300.783144
10783.60811,100798.6373,296.020883
10785.05166,100798.1453,291.259155
10786.49851,100797.6578,286.497964
10787.94854,100797.1751,281.737245
10788.88184,100796.8687,278.677564
10792.90687,100795.5868,265.519518
10794.12783,100795.2106,261.540078
10767.00918,100804.4246,354.191777
10770.02045,100803.2864,350.366003
10773.02222,100802.1647,346.527873
10776.01442,100801.0597,342.677467
10778.997,100799.9714,338.814864
10781.97276,100798.8982,334.942753
10784.95882,100797.8314,331.076848
10787.95802,100796.7693,327.2198
10790.97033,100795.7121,323.371653
10793.01255,100795.0007,320.777288
10766.63725,100804.6318,353.404308
10768.9072,100803.9079,349.008491
10771.17104,100803.2005,344.60683
10773.42875,100802.5097,340.199387
10775.68029,100801.8356,335.786222
10777.92637,100801.1751,331.368198
10780.17131,100800.5108,326.950173
10782.41586,100799.8398,322.532957
10784.66,100799.1621,318.116559
10786.90373,100798.4777,313.700987
10789.1474,100797.7865,309.286449
10790.87011,100797.2511,305.90112
10773.13175,100823.6652,353.640929
10774.63136,100823.007,348.916744
10776.11242,100822.3642,344.184603
10777.57488,100821.7366,339.444628
10779.01871,100821.1244,334.696941
10780.44675,100820.5259,329.942736
10781.87622,100819.9308,325.18853
10783.31,100819.3375,320.435403
10784.74809,100818.7459,315.683361
10786.19049,100818.156,310.932408
10787.6365,100817.5673,306.18241
10789.08195,100816.9762,301.432546
10790.52616,100816.382,296.68268
10791.96912,100815.7848,291.932813
10793.41083,100815.1846,287.182949
10794.85086,100814.5814,282.432951
10796.28657,100813.9755,277.681994
10797.71753,100813.3669,272.929948
10799.14374,100812.7556,268.176817
10800.56519,100812.1416,263.422607
10801.98204,100811.5238,258.667518
10803.3953,100810.8957,253.912722
10804.80512,100810.256,249.15844
10806.21149,100809.6048,244.404698
10807.6144,100808.9421,239.651525
