X,Y,Z,Hole ID,CU_pct,AU_gpt,DENSITY
445444.462522,493388.031000,2836.465211,WP027,0.45,0.34,3.01
445443.778482,493388.031000,2834.585826,WP027,0.51,0.41,3.13
445443.094442,493388.031000,2832.706441,WP027,0.34,0.51,3.16
445442.410402,493388.031000,2830.827056,WP027,0.68,2.76,3.08
445441.726361,493388.031000,2828.947670,WP027,0.42,0.48,3.02
445441.042321,493388.031000,2827.068285,WP027,0.42,0.19,3.01
445440.358281,493388.031000,2825.188900,WP027,0.4,0.17,3.07
445439.674240,493388.031000,2823.309515,WP027,0.46,0.18,3.12
445438.990200,493388.031000,2821.430129,WP027,0.88,5.06,3.17
445438.306160,493388.031000,2819.550744,WP027,0.88,1.65,3.13
445437.622120,493388.031000,2817.671359,WP027,0.64,0.97,3.16
445436.938079,493388.031000,2815.791974,WP027,0.4,0.47,3.12
445436.254039,493388.031000,2813.912588,WP027,0.46,0.6,3.11
445435.569999,493388.031000,2812.033203,WP027,0.71,0.89,3.01
445434.885958,493388.031000,2810.153818,WP027,1.05,0.56,3.05
445434.201918,493388.031000,2808.274433,WP027,0.96,0.81,2.97
445433.517878,493388.031000,2806.395047,WP027,0.81,1.02,3.15
445432.833837,493388.031000,2804.515662,WP027,0.61,0.29,3.01
445432.149797,493388.031000,2802.636277,WP027,0.78,0.62,2.92
445431.465757,493388.031000,2800.756892,WP027,1.12,0.72,3.09
445430.781717,493388.031000,2798.877506,WP027,0.84,0.35,3.11
445430.097676,493388.031000,2796.998121,WP027,0.69,0.31,3.04
445429.413636,493388.031000,2795.118736,WP027,0.92,0.89,3.05
445428.729596,493388.031000,2793.239351,WP027,0.64,0.46,3.01
445428.045555,493388.031000,2791.359965,WP027,0.7,0.5,3.14
445427.361515,493388.031000,2789.480580,WP027,0.63,0.33,3.09
445426.677475,493388.031000,2787.601195,WP027,0.69,0.91,2.92
445425.993435,493388.031000,2785.721810,WP027,0.6,0.86,3.05
445425.309394,493388.031000,2783.842425,WP027,0.65,0.38,3.21
445424.625354,493388.031000,2781.963039,WP027,0.66,0.73,3.12
445423.941314,493388.031000,2780.083654,WP027,0.43,0.5,3.15
445423.257273,493388.031000,2778.204269,WP027,0.68,0.47,3.07
445422.573233,493388.031000,2776.324884,WP027,0.77,0.58,3.14
445421.889193,493388.031000,2774.445498,WP027,0.91,1.31,3.02
445421.205153,493388.031000,2772.566113,WP027,0.62,7.26,3.02
445420.521112,493388.031000,2770.686728,WP027,0.27,0.42,3.05
445419.837072,493388.031000,2768.807343,WP027,0.11,0.53,2.96
445419.153032,493388.031000,2766.927957,WP027,0.09,0.35,2.99
445418.605800,493388.031000,2765.424451,WP027,0.14,0.09,3.04
445587.813993,493609.778015,2881.035694,WP028,,,
445587.129979,493609.772046,2879.156309,WP028,1.54,0.8,
445586.445964,493609.766077,2877.276924,WP028,1.6,1.07,
445585.761950,493609.760107,2875.397538,WP028,1.66,0.61,
445585.077936,493609.754138,2873.518153,WP028,2.21,0.58,
445584.393922,493609.748169,2871.638768,WP028,2.26,0.45,
445583.709907,493609.742200,2869.759383,WP028,1.98,0.65,
445583.025893,493609.736230,2867.879997,WP028,2.27,0.37,
445582.341879,493609.730261,2866.000612,WP028,2.15,0.3,
445581.657865,493609.724292,2864.121227,WP028,2.06,0.4,
445580.973850,493609.718322,2862.241842,WP028,2.61,0.3,
445580.289836,493609.712353,2860.362457,WP028,2.49,1.9,
445579.605822,493609.706384,2858.483071,WP028,2.3,0.28,
445578.921808,493609.700414,2856.603686,WP028,1.96,0.37,
445578.237794,493609.694445,2854.724301,WP028,2.13,0.28,2.05
445577.553779,493609.688476,2852.844916,WP028,1.52,0.26,2.33
445576.869765,493609.682507,2850.965530,WP028,1.93,0.28,2.15
445576.185751,493609.676537,2849.086145,WP028,2.66,0.23,2.38
445575.501737,493609.670568,2847.206760,WP028,2.61,0.36,2.54
445574.817722,493609.664599,2845.327375,WP028,2.81,0.29,2.61
445574.133708,493609.658629,2843.447989,WP028,4.05,0.28,2.24
445573.449694,493609.652660,2841.568604,WP028,5.43,0.65,2.76
445572.765680,493609.646691,2839.689219,WP028,5.15,0.25,2.92
445572.081665,493609.640721,2837.809834,WP028,6,0.39,3
445571.397651,493609.634752,2835.930448,WP028,4.49,0.32,2.85
445570.713637,493609.628783,2834.051063,WP028,4.36,0.38,2.97
445570.029623,493609.622814,2832.171678,WP028,4.71,0.38,2.99
445569.345608,493609.616844,2830.292293,WP028,3.99,0.24,2.78
445568.661594,493609.610875,2828.412907,WP028,3.3,0.21,2.89
445567.977580,493609.604906,2826.533522,WP028,4.8,0.32,2.93
445567.293566,493609.598936,2824.654137,WP028,4.24,0.17,3.05
445566.609551,493609.592967,2822.774752,WP028,3.86,0.23,2.99
445565.925537,493609.586998,2820.895366,WP028,5.24,0.26,2.86
445565.241523,493609.581028,2819.015981,WP028,5.62,0.39,2.92
445564.557509,493609.575059,2817.136596,WP028,4.27,0.3,2.86
445563.873494,493609.569090,2815.257211,WP028,5.15,0.34,2.92
445563.189480,493609.563120,2813.377825,WP028,6,0.51,2.91
445562.505466,493609.557151,2811.498440,WP028,3.27,0.65,2.85
445561.821452,493609.551182,2809.619055,WP028,3.74,0.39,2.89
445561.137438,493609.545213,2807.739670,WP028,4.33,0.28,2.89
445560.453423,493609.539243,2805.860285,WP028,6.5,0.45,2.96
445559.769409,493609.533274,2803.980899,WP028,3.58,0.6,2.94
445559.085395,493609.527305,2802.101514,WP028,2.95,0.48,2.9
445558.401381,493609.521335,2800.222129,WP028,3.52,0.45,2.83
445557.717366,493609.515366,2798.342744,WP028,2.88,0.68,2.9
445557.033352,493609.509397,2796.463358,WP028,3.17,1.17,2.91
445556.349338,493609.503427,2794.583973,WP028,2.8,2.43,2.98
445555.665324,493609.497458,2792.704588,WP028,3.39,11.94,2.96
445554.981309,493609.491489,2790.825203,WP028,4.43,0.57,2.89
445554.297295,493609.485520,2788.945817,WP028,3.39,0.39,2.81
445553.613281,493609.479550,2787.066432,WP028,5.02,0.5,2.92
445552.929267,493609.473581,2785.187047,WP028,3.3,0.41,2.97
445552.245252,493609.467612,2783.307662,WP028,2.61,0.43,2.86
445551.561238,493609.461642,2781.428276,WP028,2.3,0.53,2.93
445550.877224,493609.455673,2779.548891,WP028,2.64,0.58,2.91
445550.193210,493609.449704,2777.669506,WP028,2.55,0.97,3.02
445549.509195,493609.443734,2775.790121,WP028,2.78,1.4,2.9
445548.825181,493609.437765,2773.910735,WP028,3.01,0.52,2.88
445548.141167,493609.431796,2772.031350,WP028,4.11,1.22,2.92
445547.457153,493609.425827,2770.151965,WP028,2.45,0.41,2.86
445546.773138,493609.419857,2768.272580,WP028,2.13,1.4,2.86
445546.089124,493609.413888,2766.393194,WP028,2.65,1.29,2.91
445545.405110,493609.407919,2764.513809,WP028,2.4,1.15,2.93
445544.721096,493609.401949,2762.634424,WP028,2.69,1.02,2.99
445544.037081,493609.395980,2760.755039,WP028,2.14,0.41,2.89
445543.353067,493609.390011,2758.875653,WP028,2.56,0.34,2.82
445542.669053,493609.384041,2756.996268,WP028,2.03,0.21,2.86
445541.985039,493609.378072,2755.116883,WP028,3.11,0.65,2.99
445541.301025,493609.372103,2753.237498,WP028,3.13,1.24,2.96
445540.617010,493609.366134,2751.358113,WP028,4.18,0.36,2.98
445539.932996,493609.360164,2749.478727,WP028,4.9,0.71,2.99
445539.248982,493609.354195,2747.599342,WP028,3.64,0.35,2.99
445538.564968,493609.348226,2745.719957,WP028,3.77,0.32,3.01
445537.880953,493609.342256,2743.840572,WP028,4.14,0.29,2.9
445537.196939,493609.336287,2741.961186,WP028,3.01,0.26,2.86
445536.512925,493609.330318,2740.081801,WP028,3.52,0.21,3.02
445535.828911,493609.324348,2738.202416,WP028,2.46,0.16,3.13
445535.144896,493609.318379,2736.323031,WP028,2.84,0.21,2.94
445534.460882,493609.312410,2734.443645,WP028,2.63,0.22,3.04
445533.776868,493609.306441,2732.564260,WP028,2.8,0.25,2.91
445533.092854,493609.300471,2730.684875,WP028,3.33,0.16,2.97
445532.408839,493609.294502,2728.805490,WP028,3,0.18,3.02
445531.724825,493609.288533,2726.926104,WP028,4.08,0.41,2.97
445531.040811,493609.282563,2725.046719,WP028,3.77,0.36,2.91
445530.356797,493609.276594,2723.167334,WP028,3.06,0.29,3.02
445529.672782,493609.270625,2721.287949,WP028,3.14,0.3,3.01
445528.988768,493609.264655,2719.408563,WP028,3.42,0.34,2.97
445528.304754,493609.258686,2717.529178,WP028,3.17,0.31,2.97
445527.620740,493609.252717,2715.649793,WP028,2.91,0.4,2.84
445526.936725,493609.246747,2713.770408,WP028,3.01,0.38,3
445526.252711,493609.240778,2711.891022,WP028,3.49,0.33,2.82
445525.568697,493609.234809,2710.011637,WP028,3.42,0.36,2.96
445524.884683,493609.228840,2708.132252,WP028,5.4,0.9,2.99
445524.200669,493609.222870,2706.252867,WP028,2.57,0.37,3.01
445523.516654,493609.216901,2704.373481,WP028,2.66,0.55,2.91
445522.832640,493609.210932,2702.494096,WP028,4.18,0.48,2.93
445522.148626,493609.204962,2700.614711,WP028,3.52,0.28,2.81
445521.464612,493609.198993,2698.735326,WP028,3.01,0.19,2.93
445520.780597,493609.193024,2696.855941,WP028,3.27,0.79,2.85
445520.096583,493609.187054,2694.976555,WP028,4.08,0.4,2.84
445519.412569,493609.181085,2693.097170,WP028,5.06,0.58,2.99
445518.728555,493609.175116,2691.217785,WP028,4.8,1,2.89
445518.044540,493609.169147,2689.338400,WP028,3.71,0.68,2.91
445517.360526,493609.163177,2687.459014,WP028,3.55,0.6,2.98
445516.676512,493609.157208,2685.579629,WP028,3.07,0.34,2.96
445515.992498,493609.151239,2683.700244,WP028,2.14,0.22,2.94
445515.308483,493609.145269,2681.820859,WP028,2.55,0.27,2.89
445514.624469,493609.139300,2679.941473,WP028,3.28,0.32,2.89
445513.940455,493609.133331,2678.062088,WP028,2.47,0.37,2.83
445513.256441,493609.127361,2676.182703,WP028,2.86,0.48,2.89
445512.572426,493609.121392,2674.303318,WP028,3.53,0.61,2.97
445511.888412,493609.115423,2672.423932,WP028,2.82,0.7,2.83
445511.204398,493609.109454,2670.544547,WP028,2.59,0.38,2.86
445510.520384,493609.103484,2668.665162,WP028,3.14,0.41,2.89
445509.836369,493609.097515,2666.785777,WP028,2.71,0.51,2.96
445509.152355,493609.091546,2664.906391,WP028,3.16,0.32,2.94
445508.468341,493609.085576,2663.027006,WP028,2.77,0.41,2.89
445507.784327,493609.079607,2661.147621,WP028,2.5,0.34,2.83
445507.100313,493609.073638,2659.268236,WP028,2.41,0.48,2.89
445506.416298,493609.067668,2657.388850,WP028,2.83,0.45,2.84
445505.732284,493609.061699,2655.509465,WP028,3.34,0.5,2.98
445505.048270,493609.055730,2653.630080,WP028,3.61,0.56,2.89
445504.364256,493609.049761,2651.750695,WP028,3.52,0.44,2.9
445503.680241,493609.043791,2649.871309,WP028,3.38,0.57,2.86
445502.996227,493609.037822,2647.991924,WP028,3.03,0.36,2.96
445502.312213,493609.031853,2646.112539,WP028,2.11,0.27,2.9
445501.628199,493609.025883,2644.233154,WP028,2.24,0.64,2.81
445500.944184,493609.019914,2642.353769,WP028,2.41,0.47,2.88
445500.260170,493609.013945,2640.474383,WP028,2.36,0.38,2.82
445499.576156,493609.007975,2638.594998,WP028,2.1,0.89,2.77
445498.892142,493609.002006,2636.715613,WP028,2.46,0.28,2.93
445498.208127,493608.996037,2634.836228,WP028,2.85,0.62,2.89
445497.524113,493608.990068,2632.956842,WP028,0.64,0.1,2.88
445496.840099,493608.984098,2631.077457,WP028,0.04,,2.84
445496.156085,493608.978129,2629.198072,WP028,0.03,0.01,2.84
445495.472070,493608.972160,2627.318687,WP028,-0.02,0.16,2.74
445494.788056,493608.966190,2625.439301,WP028,0.03,0.07,2.7
445494.104042,493608.960221,2623.559916,WP028,0.06,0.01,2.7
445493.420028,493608.954252,2621.680531,WP028,0.41,0.09,2.76
445492.736013,493608.948282,2619.801146,WP028,1.47,0.36,2.75
445492.051999,493608.942313,2617.921760,WP028,2.61,0.4,2.79
445491.367985,493608.936344,2616.042375,WP028,3.8,0.34,2.89
445490.683971,493608.930374,2614.162990,WP028,2.57,0.36,2.86
445489.999956,493608.924405,2612.283605,WP028,2.37,0.48,2.83
445489.315942,493608.918436,2610.404219,WP028,2.42,0.52,2.84
445488.631928,493608.912467,2608.524834,WP028,1.88,0.57,2.86
445487.947914,493608.906497,2606.645449,WP028,2.28,0.63,2.86
445487.263900,493608.900528,2604.766064,WP028,1.55,0.91,2.86
445486.579885,493608.894559,2602.886678,WP028,1.83,0.94,2.84
445485.895871,493608.888589,2601.007293,WP028,2.29,1.55,2.92
445485.211857,493608.882620,2599.127908,WP028,2.81,0.46,2.74
445484.527843,493608.876651,2597.248523,WP028,3.28,1.17,2.86
445483.843828,493608.870681,2595.369137,WP028,4.73,1,2.82
445483.159814,493608.864712,2593.489752,WP028,3.23,0.52,2.71
445482.475800,493608.858743,2591.610367,WP028,4.1,0.68,2.85
445481.791786,493608.852774,2589.730982,WP028,3.42,1.2,2.85
445481.107771,493608.846804,2587.851596,WP028,3,3.55,2.86
445480.423757,493608.840835,2585.972211,WP028,3.16,0.62,2.97
445479.739743,493608.834866,2584.092826,WP028,3.25,0.6,2.91
445479.055729,493608.828896,2582.213441,WP028,3.03,0.27,2.93
445478.371714,493608.822927,2580.334056,WP028,2.48,0.4,2.73
445477.687700,493608.816958,2578.454670,WP028,2.45,0.34,2.81
445477.003686,493608.810988,2576.575285,WP028,3.08,0.37,2.86
445476.319672,493608.805019,2574.695900,WP028,3.56,0.61,2.96
445475.635657,493608.799050,2572.816515,WP028,5.24,0.54,2.92
445474.951643,493608.793081,2570.937129,WP028,3.19,0.59,2.91
445474.267629,493608.787111,2569.057744,WP028,4.05,0.68,2.7
445473.583615,493608.781142,2567.178359,WP028,4.35,0.93,2.89
445472.899600,493608.775173,2565.298974,WP028,4.07,0.74,2.93
445472.215586,493608.769203,2563.419588,WP028,3.34,1.44,2.79
445471.531572,493608.763234,2561.540203,WP028,2.66,0.74,2.74
445470.847558,493608.757265,2559.660818,WP028,2.61,2.34,2.69
445470.163544,493608.751295,2557.781433,WP028,2.83,0.79,2.94
445469.479529,493608.745326,2555.902047,WP028,4.44,0.53,2.91
445468.795515,493608.739357,2554.022662,WP028,3.45,0.42,2.83
445468.111501,493608.733388,2552.143277,WP028,2.11,0.13,2.89
445467.427487,493608.727418,2550.263892,WP028,2.65,0.44,2.79
445466.743472,493608.721449,2548.384506,WP028,3.69,0.75,2.94
445466.059458,493608.715480,2546.505121,WP028,4.58,0.44,3
445465.375444,493608.709510,2544.625736,WP028,1.92,0.32,2.99
445464.691430,493608.703541,2542.746351,WP028,2.4,0.58,2.68
445464.007415,493608.697572,2540.866965,WP028,1.75,0.2,2.94
445463.323401,493608.691602,2538.987580,WP028,4.91,1.51,2.94
445462.639387,493608.685633,2537.108195,WP028,4.07,0.93,2.97
445461.955373,493608.679664,2535.228810,WP028,3.25,0.34,2.89
445461.271358,493608.673695,2533.349424,WP028,1.8,0.18,3.05
445460.587344,493608.667725,2531.470039,WP028,1.53,0.21,2.97
445459.903330,493608.661756,2529.590654,WP028,2.15,0.27,2.96
445459.219316,493608.655787,2527.711269,WP028,2.25,0.25,2.91
445458.535301,493608.649817,2525.831884,WP028,2.43,0.55,3.09
445457.851287,493608.643848,2523.952498,WP028,1.93,0.38,3.02
445457.167273,493608.637879,2522.073113,WP028,3.08,0.54,3.02
445456.483259,493608.631909,2520.193728,WP028,2.02,0.24,2.98
445455.799244,493608.625940,2518.314343,WP028,2.13,0.69,2.97
445455.115230,493608.619971,2516.434957,WP028,3.58,0.5,2.9
445454.431216,493608.614001,2514.555572,WP028,2.84,0.39,2.93
445453.747202,493608.608032,2512.676187,WP028,1.63,0.32,2.94
445453.063188,493608.602063,2510.796802,WP028,2.7,0.56,2.93
445452.379173,493608.596094,2508.917416,WP028,2.25,0.38,3.07
445451.695159,493608.590124,2507.038031,WP028,2.65,0.7,2.96
445451.011145,493608.584155,2505.158646,WP028,2.24,0.93,3
445450.327131,493608.578186,2503.279261,WP028,2.63,0.55,3.05
445449.643116,493608.572216,2501.399875,WP028,1.75,1.09,3.12
445448.959102,493608.566247,2499.520490,WP028,2.15,0.48,3
445448.275088,493608.560278,2497.641105,WP028,2.91,0.43,2.89
445447.591074,493608.554308,2495.761720,WP028,1.92,0.55,2.96
445446.907059,493608.548339,2493.882334,WP028,2.14,0.44,3.01
445446.223045,493608.542370,2492.002949,WP028,2.33,0.29,3.07
445445.539031,493608.536401,2490.123564,WP028,2.37,0.32,3.13
445444.855017,493608.530431,2488.244179,WP028,2.37,0.37,3.08
445444.171002,493608.524462,2486.364793,WP028,1.32,0.23,3.07
445443.486988,493608.518493,2484.485408,WP028,0.24,0.09,3.02
445442.802974,493608.512523,2482.606023,WP028,0.03,0.01,2.92
445442.118960,493608.506554,2480.726638,WP028,0.04,0.01,3.04
445441.434945,493608.500585,2478.847252,WP028,0.75,0.38,2.94
445440.750931,493608.494615,2476.967867,WP028,0.23,0.1,2.92
445440.066917,493608.488646,2475.088482,WP028,0.04,0.04,2.93
445439.382903,493608.482677,2473.209097,WP028,0.32,0.06,2.94
445438.698888,493608.476708,2471.329712,WP028,0.45,0.06,2.96
445438.014874,493608.470738,2469.450326,WP028,0.06,0.02,2.93
445437.330860,493608.464769,2467.570941,WP028,0.21,0.03,3
445436.646846,493608.458800,2465.691556,WP028,0.49,0.05,2.9
445435.962831,493608.452830,2463.812171,WP028,2.46,0.11,3.06
445435.278817,493608.446861,2461.932785,WP028,2.36,0.41,2.89
445434.594803,493608.440892,2460.053400,WP028,2.36,0.44,3.05
445433.910789,493608.434922,2458.174015,WP028,2.44,0.58,3.05
445433.226775,493608.428953,2456.294630,WP028,4.36,1.07,3.05
445432.542760,493608.422984,2454.415244,WP028,2.76,0.43,3.02
445431.858746,493608.417015,2452.535859,WP028,4.58,0.78,2.98
445431.174732,493608.411045,2450.656474,WP028,7,0.89,2.98
445430.490718,493608.405076,2448.777089,WP028,3.42,2.26,2.97
445429.969159,493608.400524,2447.344063,WP028,2.47,0.63,2.93
445470.523594,493569.750081,2944.756178,WP029,,,
445469.499478,493569.750560,2941.936393,WP029,0.88,2.12,
445468.766601,493569.751166,2939.915158,WP029,0.74,0.86,
445468.085657,493569.751928,2938.034649,WP029,0.88,1.4,
445467.405489,493569.752879,2936.153859,WP029,0.91,3.06,
445466.726095,493569.754022,2934.272790,WP029,0.98,0.95,
445466.047475,493569.755354,2932.391441,WP029,1.04,0.74,
445465.369631,493569.756877,2930.509812,WP029,1.01,3.65,
445464.692562,493569.758591,2928.627905,WP029,1.02,0.88,
445464.016268,493569.760494,2926.745720,WP029,0.98,0.45,
445463.340749,493569.762588,2924.863256,WP029,1.28,0.61,
445462.666006,493569.764873,2922.980514,WP029,1.43,0.43,
445461.992038,493569.767348,2921.097495,WP029,1.12,0.43,
445461.318845,493569.770013,2919.214199,WP029,1.17,1.43,
445460.646429,493569.772869,2917.330626,WP029,1.81,1.05,
445459.974788,493569.775914,2915.446776,WP029,1.22,0.4,
445459.303924,493569.779151,2913.562650,WP029,1.39,0.34,
445458.633835,493569.782577,2911.678249,WP029,1.83,0.32,1.86
445457.964523,493569.786195,2909.793571,WP029,1.68,0.25,3.04
445457.295987,493569.790002,2907.908619,WP029,1.53,0.23,2.13
445456.628228,493569.794000,2906.023392,WP029,1.26,0.19,
445455.961245,493569.798188,2904.137890,WP029,0.98,0.14,2.46
445455.295039,493569.802566,2902.252114,WP029,3.66,0.21,2.71
445454.629610,493569.807135,2900.366065,WP029,6.81,0.41,2.51
445453.964958,493569.811894,2898.479742,WP029,9.26,0.27,2.89
445453.301083,493569.816844,2896.593146,WP029,6.14,0.34,2.82
445452.637985,493569.821984,2894.706277,WP029,6.28,0.48,2.63
445451.975664,493569.827314,2892.819135,WP029,6.91,0.47,2.58
445451.314121,493569.832835,2890.931722,WP029,2.05,0.4,2.66
445450.653355,493569.838546,2889.044036,WP029,9.29,0.8,2.63
445449.993367,493569.844448,2887.156079,WP029,3.17,0.33,2.66
445449.334157,493569.850539,2885.267851,WP029,2.07,0.37,2.56
445448.675725,493569.856821,2883.379353,WP029,2.43,0.51,2.69
445448.018071,493569.863294,2881.490583,WP029,2.38,0.45,2.9
445447.361194,493569.869957,2879.601544,WP029,2.76,1.16,2.96
445446.705097,493569.876810,2877.712235,WP029,0.21,0.37,2.7
445446.049777,493569.883853,2875.822657,WP029,2.09,0.84,3.02
445445.395236,493569.891087,2873.932809,WP029,6.37,1.03,3.05
445444.741474,493569.898511,2872.042693,WP029,1.11,0.41,2.88
445444.088490,493569.906126,2870.152308,WP029,1.79,0.63,2.91
445443.436285,493569.913931,2868.261655,WP029,1.57,0.51,3.11
445442.784860,493569.921926,2866.370735,WP029,1.05,0.58,3.05
445442.134213,493569.930112,2864.479547,WP029,1.01,0.57,3.11
445441.484345,493569.938488,2862.588092,WP029,7,0.84,2.9
445440.835257,493569.947054,2860.696370,WP029,0.92,0.28,3.02
445440.186948,493569.955811,2858.804382,WP029,1.11,0.32,3.06
445439.539419,493569.964758,2856.912128,WP029,1.06,0.27,2.99
445438.892669,493569.973895,2855.019608,WP029,0.75,0.17,3.05
445438.246700,493569.983223,2853.126823,WP029,1.18,0.26,2.97
445437.601510,493569.992740,2851.233773,WP029,1.33,1.44,2.97
445436.957100,493570.002449,2849.340458,WP029,1.18,0.24,2.96
445436.313470,493570.012347,2847.446878,WP029,0.63,0.36,2.86
445435.670620,493570.022436,2845.553035,WP029,0.62,0.22,2.83
445435.028551,493570.032716,2843.658928,WP029,1.23,0.32,2.98
445434.387262,493570.043185,2841.764558,WP029,2.88,0.58,3.15
445433.746754,493570.053845,2839.869924,WP029,2.19,0.84,3.12
445433.107027,493570.064695,2837.975028,WP029,1.51,1.57,3.02
445432.468080,493570.075736,2836.079870,WP029,1.6,0.95,3.11
445431.829914,493570.086967,2834.184450,WP029,3.49,0.86,3.12
445431.192529,493570.098388,2832.288768,WP029,1.57,0.33,3.14
445430.555926,493570.109999,2830.392824,WP029,1.5,0.29,3.12
445429.920103,493570.121801,2828.496620,WP029,1.96,0.29,3.22
445429.285062,493570.133793,2826.600155,WP029,1.69,0.37,3.08
445428.650803,493570.145976,2824.703430,WP029,1.53,0.45,3.2
445428.017325,493570.158348,2822.806445,WP029,2.03,0.33,3.15
445427.384629,493570.170911,2820.909200,WP029,1.36,0.6,3.2
445426.752715,493570.183665,2819.011696,WP029,1.37,0.33,3.12
445426.121582,493570.196608,2817.113933,WP029,1.94,0.38,3.11
445425.491232,493570.209742,2815.215911,WP029,2.29,0.78,3.21
445424.861664,493570.223066,2813.317632,WP029,1.57,0.63,3.04
445424.232878,493570.236581,2811.419094,WP029,1.18,1.25,3.16
445423.604875,493570.250286,2809.520299,WP029,2.18,0.39,3.27
445422.977654,493570.264181,2807.621246,WP029,1.59,0.73,3.19
445422.351215,493570.278266,2805.721936,WP029,1.5,0.37,3.19
445421.725560,493570.292541,2803.822370,WP029,1.03,1.51,3.15
445421.100687,493570.307007,2801.922548,WP029,1.24,1.93,3.09
445420.476597,493570.321663,2800.022470,WP029,1.09,0.51,3.13
445419.853290,493570.336510,2798.122136,WP029,1.24,0.84,3.22
445419.230767,493570.351547,2796.221547,WP029,1.42,1.12,3.13
445418.609026,493570.366774,2794.320704,WP029,1.77,2.28,3.17
445417.988070,493570.382191,2792.419605,WP029,1.1,2.11,3.23
445417.367896,493570.397798,2790.518253,WP029,1.53,4.44,3.14
445416.748506,493570.413596,2788.616646,WP029,2.01,1.64,3.21
445416.129900,493570.429584,2786.714787,WP029,0.81,1.26,3.15
445415.511982,493570.445791,2784.812705,WP029,0.67,0.49,3.14
445414.894174,493570.462392,2782.910591,WP029,1.03,1.32,3.12
445414.276381,493570.479416,2781.008476,WP029,1.45,1.65,3.11
445413.658602,493570.496863,2779.106360,WP029,1.07,1.77,3.13
445413.040838,493570.514732,2777.204243,WP029,1.02,0.52,3.23
445412.423088,493570.533024,2775.302126,WP029,1.37,1.77,3.05
445411.805353,493570.551739,2773.400008,WP029,1.13,1.51,3.06
445411.187632,493570.570876,2771.497889,WP029,1.87,1.09,3.12
445410.569926,493570.590436,2769.595770,WP029,1.24,0.97,3.08
445409.952235,493570.610419,2767.693651,WP029,1.22,0.78,3.25
445409.334558,493570.630825,2765.791531,WP029,1.58,7.14,3.15
445408.716896,493570.651654,2763.889412,WP029,2.45,1.55,3.14
445408.099249,493570.672905,2761.987292,WP029,2.49,0.8,3.07
445407.481616,493570.694579,2760.085172,WP029,1.85,1.23,3.04
445406.848557,493570.717234,2758.135496,WP029,2.19,1.14,3
445406.230954,493570.739764,2756.233376,WP029,2.15,1.38,2.99
445405.628807,493570.762138,2754.378813,WP029,2.27,1.65,3.07
445405.011234,493570.785503,2752.476693,WP029,1.43,1.03,2.93
445404.393676,493570.809290,2750.574575,WP029,1.37,0.88,3.04
445403.776132,493570.833501,2748.672456,WP029,1.71,0.51,3.11
445403.158604,493570.858134,2746.770339,WP029,1.65,0.44,3.16
445402.541090,493570.883190,2744.868222,WP029,2.15,0.48,2.88
445401.923592,493570.908669,2742.966105,WP029,1.54,0.63,3.14
445401.306108,493570.934570,2741.063990,WP029,1.54,0.29,3.22
445400.688640,493570.960894,2739.161875,WP029,1.39,0.82,3.24
445400.071187,493570.987641,2737.259762,WP029,1.6,1.16,3.12
445399.453752,493571.014811,2735.357648,WP029,1.5,0.4,3.2
445398.836339,493571.042403,2733.455534,WP029,1.56,1.68,3.14
445398.218947,493571.070417,2731.553418,WP029,1.31,0.6,2.99
445397.601578,493571.098854,2729.651302,WP029,1.69,0.6,3.29
445396.984231,493571.127713,2727.749185,WP029,1.87,0.31,3.16
445396.366905,493571.156995,2725.847067,WP029,1.33,0.66,3.07
445395.749602,493571.186699,2723.944949,WP029,1.46,2.7,3.02
445395.132320,493571.216825,2722.042830,WP029,1.5,0.53,2.88
445394.515060,493571.247374,2720.140711,WP029,1.26,1.06,2.88
445393.897823,493571.278346,2718.238591,WP029,1.56,0.74,3.24
445393.280607,493571.309739,2716.336472,WP029,1.54,0.41,3.09
445392.663414,493571.341556,2714.434352,WP029,1.68,0.45,3.22
445392.046243,493571.373794,2712.532232,WP029,1.5,0.44,3.29
445391.429094,493571.406456,2710.630112,WP029,1.25,1.79,3.12
445390.811967,493571.439539,2708.727992,WP029,1.07,0.36,2.96
445390.194862,493571.473045,2706.825872,WP029,1.19,0.54,2.88
445389.577779,493571.506973,2704.923753,WP029,1.1,0.23,3.2
445388.960719,493571.541324,2703.021634,WP029,1.43,0.38,2.96
445388.343681,493571.576097,2701.119516,WP029,1.36,0.51,3.12
445387.726665,493571.611293,2699.217398,WP029,1.54,1.24,3.07
445387.109672,493571.646911,2697.315280,WP029,1.08,0.28,3.2
445386.492701,493571.682951,2695.413164,WP029,1.25,0.45,3.29
445385.875753,493571.719414,2693.511048,WP029,1.22,0.38,3.16
445385.258826,493571.756300,2691.608933,WP029,1.65,0.69,3.02
445384.641923,493571.793607,2689.706819,WP029,0.87,1.84,2.94
445384.025056,493571.831534,2687.804705,WP029,1.18,5.4,3.16
445383.408317,493571.871256,2685.902586,WP029,1.7,1.22,3.04
445382.791720,493571.912971,2684.000464,WP029,1.81,1.3,2.94
445382.175267,493571.956678,2682.098341,WP029,2.45,0.55,3.16
445381.250856,493572.025975,2679.245156,WP029,1.79,0.57,3.07
445380.018817,493572.125343,2675.440922,WP029,6.37,0.99,
445379.095228,493572.205094,2672.587744,WP029,3.09,1.63,3.12
445378.479734,493572.260747,2670.685622,WP029,2.19,1.17,3.07
445377.864428,493572.318389,2668.783498,WP029,1.87,0.69,3.16
