X,Y,Z,Hole ID,CU_pct,AU_gpt,DENSITY
445214.613648,494120.793654,2551.617451,WP012,2.04,0.3,3.43
445214.414281,494121.773579,2549.885401,WP012,2.27,0.47,2.98
445214.214913,494122.753504,2548.153350,WP012,1.63,1.11,3.01
445214.015545,494123.733428,2546.421299,WP012,1.37,0.3,3.06
445213.816177,494124.713353,2544.689248,WP012,1.5,0.33,3.05
445213.616809,494125.693278,2542.957197,WP012,3.07,0.52,3.05
445213.417441,494126.673202,2541.225147,WP012,3.39,0.5,3.08
445213.218073,494127.653127,2539.493096,WP012,1.77,0.53,3.15
445213.018705,494128.633052,2537.761045,WP012,1.3,0.37,3.12
445212.819337,494129.612977,2536.028994,WP012,1.65,0.34,3.05
445212.619969,494130.592901,2534.296943,WP012,1.58,0.44,3.04
445212.420601,494131.572826,2532.564893,WP012,1.79,0.48,2.96
445212.221233,494132.552751,2530.832842,WP012,1.95,0.57,3.07
445212.021865,494133.532675,2529.100791,WP012,2.05,1.93,3
445211.822497,494134.512600,2527.368740,WP012,1.94,1.22,3.21
445211.623129,494135.492525,2525.636689,WP012,1.83,2.02,3.07
445211.423762,494136.472449,2523.904639,WP012,1.67,1.3,2.99
445211.224394,494137.452374,2522.172588,WP012,1.67,0.46,3.05
445211.025026,494138.432299,2520.440537,WP012,1.38,0.31,2.98
445210.825658,494139.412224,2518.708486,WP012,1.47,0.2,3.02
445210.626290,494140.392148,2516.976435,WP012,1.95,0.19,3.12
445210.426922,494141.372073,2515.244385,WP012,1.64,0.22,2.93
445210.227554,494142.351998,2513.512334,WP012,1.35,0.33,3.02
445210.028186,494143.331922,2511.780283,WP012,1.35,0.29,3.12
445209.828818,494144.311847,2510.048232,WP012,1.22,0.38,3.08
445209.629450,494145.291772,2508.316181,WP012,1.18,0.2,3.12
445209.430082,494146.271697,2506.584130,WP012,0.96,0.17,3.14
445209.230714,494147.251621,2504.852080,WP012,1.03,0.67,3.01
445209.031346,494148.231546,2503.120029,WP012,1.15,0.34,3.02
445208.831978,494149.211471,2501.387978,WP012,1.21,0.31,3.13
445208.632610,494150.191395,2499.655927,WP012,1.11,1.18,3.12
445208.433243,494151.171320,2497.923876,WP012,0.89,0.22,3.12
445208.233875,494152.151245,2496.191826,WP012,1,0.58,3.09
445208.034507,494153.131169,2494.459775,WP012,1.02,0.99,3.15
445207.835139,494154.111094,2492.727724,WP012,1.21,0.32,3.05
445207.635771,494155.091019,2490.995673,WP012,1.19,0.3,3.17
445207.436403,494156.070944,2489.263622,WP012,1.32,0.62,3.17
445207.237035,494157.050868,2487.531572,WP012,1.38,0.3,3.16
445207.037667,494158.030793,2485.799521,WP012,1.49,0.27,3.13
445206.838299,494159.010718,2484.067470,WP012,0.9,0.17,3.08
445206.638931,494159.990642,2482.335419,WP012,4.13,0.44,3.12
445206.439563,494160.970567,2480.603368,WP012,1.98,0.29,3.08
445206.240089,494161.950469,2478.871317,WP012,0.3,0.08,2.94
445206.038161,494162.929846,2477.139253,WP012,0.29,0.11,2.93
445205.832820,494163.908489,2475.407176,WP012,0.15,0.04,3.04
445205.624068,494164.886396,2473.675091,WP012,0.27,0.05,2.9
445205.411904,494165.863565,2471.943003,WP012,0.17,0.04,2.92
445205.196329,494166.839991,2470.210918,WP012,0.31,0.15,2.89
445204.977344,494167.815672,2468.478841,WP012,0.9,0.41,3.14
445204.754950,494168.790605,2466.746777,WP012,1.25,0.29,3.09
445204.529151,494169.764768,2465.014720,WP012,1.52,0.18,3.02
445204.299959,494170.738112,2463.282649,WP012,1.35,0.2,3.05
445204.067375,494171.710633,2461.550567,WP012,1.63,0.36,2.98
445203.831400,494172.682327,2459.818480,WP012,1.16,0.15,3
445203.592034,494173.653191,2458.086393,WP012,2.01,0.33,3.01
445203.349278,494174.623223,2456.354312,WP012,1.53,0.38,3.12
445203.103134,494175.592419,2454.622240,WP012,1.97,5.12,3.02
445202.834929,494176.633411,2452.760286,WP012,2.01,1.22,3.12
445533.679494,493143.533518,2974.460530,WP013,,,
445530.845211,493143.542564,2971.637986,WP013,0.11,0.0025,
445529.781261,493143.547653,2970.580639,WP013,0.24,0.05,
445528.361734,493143.555876,2969.171783,WP013,0.29,0.05,
445526.941149,493143.565745,2967.764004,WP013,0.39,0.0025,2.43
445525.519509,493143.577258,2966.357304,WP013,0.36,0.0025,1.21
445524.096815,493143.590415,2964.951684,WP013,0.39,0.02,
445522.673068,493143.605218,2963.547146,WP013,0.24,0.12,
445521.248272,493143.621665,2962.143692,WP013,0.29,0.15,
445519.822427,493143.639756,2960.741323,WP013,0.13,0.43,2.25
445518.395535,493143.659493,2959.340042,WP013,0.2,0.25,2.22
445516.967598,493143.680873,2957.939849,WP013,0.33,0.36,2.33
445515.538617,493143.703899,2956.540748,WP013,0.22,0.05,2.36
445514.108596,493143.728568,2955.142739,WP013,0.3,0.02,2.6
445512.677534,493143.754883,2953.745824,WP013,0.34,0.02,2.67
445511.245435,493143.782841,2952.350006,WP013,0.25,0.15,2.4
445509.812300,493143.812445,2950.955285,WP013,0.22,0.06,2.63
445508.378130,493143.843692,2949.561664,WP013,0.26,0.06,2.98
445506.942928,493143.876584,2948.169144,WP013,0.21,0.12,3.04
445505.506695,493143.911120,2946.777727,WP013,0.28,0.06,2.58
445504.069433,493143.947301,2945.387414,WP013,0.11,0.05,2.79
445502.631910,493143.984814,2943.997407,WP013,0.14,0.07,2.81
445501.197284,493144.022381,2942.604412,WP013,0.07,0.1,3.11
445499.765902,493144.059863,2941.208081,WP013,0.14,0.3,2.89
445498.337772,493144.097260,2939.808423,WP013,0.21,0.3,3.01
445496.912902,493144.134572,2938.405443,WP013,0.11,0.52,3.08
445495.491300,493144.171798,2936.999150,WP013,0.08,0.14,2.98
445494.072973,493144.208938,2935.589552,WP013,0.11,0.95,3.05
445492.657929,493144.245992,2934.176656,WP013,0.03,1.24,3.31
445491.246176,493144.282960,2932.760469,WP013,-0.02,0.6,3.3
445489.837721,493144.319842,2931.341000,WP013,0.03,0.21,3.22
445488.432571,493144.356637,2929.918256,WP013,0.04,0.67,3.21
445487.030736,493144.393345,2928.492245,WP013,0.04,0.38,3.21
445485.632222,493144.429967,2927.062974,WP013,0.07,2.23,3.35
445484.237036,493144.466501,2925.630452,WP013,0.06,1.08,3.28
445482.845186,493144.502948,2924.194686,WP013,0.15,1.54,
445481.455931,493144.539327,2922.756407,WP013,0.12,1.53,3.43
445480.066191,493144.575718,2921.318596,WP013,0.06,0.3,3.39
445478.675634,493144.612131,2919.881577,WP013,0.07,4.06,3.31
445477.284261,493144.648566,2918.445348,WP013,0.07,1.26,3.24
445475.892072,493144.685021,2917.009910,WP013,0.14,1.23,3.43
445474.499068,493144.721499,2915.575265,WP013,0.08,0.79,3.35
445473.105248,493144.757997,2914.141412,WP013,0.06,0.46,3.25
445471.710613,493144.794517,2912.708352,WP013,0.06,0.99,3.34
445470.315165,493144.831058,2911.276086,WP013,0.08,0.97,3.28
445468.918902,493144.867620,2909.844613,WP013,0.12,0.66,3.11
445467.521827,493144.904204,2908.413934,WP013,0.19,0.51,3.22
445466.123938,493144.940809,2906.984051,WP013,0.35,0.71,3.16
445464.725237,493144.977435,2905.554962,WP013,0.2,0.23,3.27
445463.325724,493145.014083,2904.126669,WP013,0.19,0.48,3.29
445461.925400,493145.050752,2902.699172,WP013,0.26,0.51,3.31
445460.524264,493145.087442,2901.272472,WP013,0.22,0.47,3.25
445459.122318,493145.124153,2899.846569,WP013,0.06,0.63,3.3
445457.719562,493145.160885,2898.421464,WP013,0.04,0.2,3.29
445456.315996,493145.197639,2896.997156,WP013,0.11,0.44,3.28
445454.911621,493145.234414,2895.573647,WP013,0.62,2.91,3.04
445453.506437,493145.271210,2894.150937,WP013,0.48,9.76,2.96
445452.100445,493145.308027,2892.729026,WP013,0.2,1.4,2.99
445450.693645,493145.344865,2891.307915,WP013,0.1,1.09,3.04
445449.286037,493145.381725,2889.887605,WP013,0.17,1.19,3.04
445447.877623,493145.418606,2888.468095,WP013,0.41,1.02,2.94
445446.468402,493145.455507,2887.049386,WP013,0.25,0.37,2.93
445445.058375,493145.492430,2885.631479,WP013,0.48,43.6,2.97
445443.647543,493145.529374,2884.214374,WP013,0.36,0.37,3.36
445442.235905,493145.566339,2882.798071,WP013,0.32,0.5,3.28
445440.823462,493145.603325,2881.382572,WP013,0.32,0.23,3.28
445439.410216,493145.640332,2879.967876,WP013,0.21,0.23,3.27
445437.995159,493145.677387,2878.554992,WP013,0.23,0.16,3.21
445436.576832,493145.714527,2877.145394,WP013,0.43,0.23,3.23
445435.155230,493145.751753,2875.739101,WP013,0.46,0.05,3.44
445433.730360,493145.789065,2874.336122,WP013,0.2,0.11,3.28
445432.302230,493145.826462,2872.936463,WP013,0.36,0.18,3.37
445430.870848,493145.863944,2871.540132,WP013,1.55,5.61,2.98
445429.436222,493145.901511,2870.147138,WP013,0.81,0.43,3.44
445427.998359,493145.939162,2868.757487,WP013,0.42,0.04,3.04
445426.557267,493145.976899,2867.371186,WP013,0.07,0.04,2.93
445425.112954,493146.014719,2865.988245,WP013,0.11,0.1,3.13
445423.665428,493146.052624,2864.608669,WP013,0.23,0.11,3.32
445422.214696,493146.090613,2863.232466,WP013,0.32,0.36,3.11
445420.760767,493146.128685,2861.859645,WP013,0.23,0.18,3.16
445419.303648,493146.166841,2860.490212,WP013,0.12,0.06,3.45
445417.843348,493146.205081,2859.124174,WP013,0.18,0.09,3.34
445416.381179,493146.244059,2857.760158,WP013,0.43,0.61,3.32
445414.919045,493146.284729,2856.396152,WP013,0.65,0.37,3.34
445413.456966,493146.327101,2855.032140,WP013,0.56,1.06,3.11
445411.994941,493146.371174,2853.668124,WP013,0.39,0.2,3.2
445410.532971,493146.416948,2852.304104,WP013,0.55,0.16,3.27
445409.071059,493146.464423,2850.940082,WP013,0.32,1.19,3.15
445407.609203,493146.513599,2849.576058,WP013,0.29,0.21,3.08
445406.147407,493146.564476,2848.212034,WP013,0.41,0.4,3.07
445404.685671,493146.617053,2846.848010,WP013,0.5,0.9,2.05
445403.223995,493146.671332,2845.483987,WP013,0.19,0.02,3.08
445401.762381,493146.727311,2844.119967,WP013,0.26,0.12,3.11
445400.300830,493146.784991,2842.755950,WP013,0.38,0.28,3.01
445398.839344,493146.844372,2841.391937,WP013,0.37,1.73,3.12
445397.377922,493146.905453,2840.027930,WP013,0.32,0.25,3.09
445395.916567,493146.968235,2838.663929,WP013,0.22,0.07,3.13
445394.455251,493147.032029,2837.299932,WP013,0.28,0.35,3.16
445630.992953,492890.345953,2933.225980,WP014,,,
445628.170094,492890.354062,2930.392009,WP014,0.42,0.09,
445626.865988,492890.359942,2929.079845,WP014,1.16,1.42,
445625.457191,492890.367815,2927.660258,WP014,0.43,0.15,
445624.049481,492890.377262,2926.239602,WP014,0.76,0.12,
445622.642861,492890.388284,2924.817878,WP014,0.39,0.17,
445621.237333,492890.400880,2923.395088,WP014,0.43,0.34,
445619.832898,492890.415051,2921.971234,WP014,0.39,0.24,
445618.429558,492890.430796,2920.546317,WP014,0.68,3.09,
445617.027315,492890.448115,2919.120338,WP014,0.43,0.2,
445615.626170,492890.467009,2917.693301,WP014,0.67,0.41,
445614.226125,492890.487478,2916.265206,WP014,0.79,3.52,2.48
445612.827182,492890.509520,2914.836056,WP014,0.89,0.63,2.48
445611.429342,492890.533138,2913.405851,WP014,0.77,0.26,2.42
445610.032607,492890.558329,2911.974594,WP014,0.39,0.65,2.71
445608.636979,492890.585095,2910.542286,WP014,0.57,0.28,2.98
445607.242460,492890.613435,2909.108929,WP014,0.32,0.18,2.54
445605.849050,492890.643349,2907.674525,WP014,0.32,0.07,2.68
445604.456752,492890.674837,2906.239076,WP014,2.5,3.56,2.68
445603.065568,492890.707900,2904.802582,WP014,2.13,4.49,2.67
445601.675499,492890.742536,2903.365047,WP014,1.97,4.47,2.86
445600.286457,492890.778621,2901.926555,WP014,1.26,6.14,2.73
445598.897617,492890.814989,2900.487875,WP014,1.47,3.32,2.84
445597.508776,492890.851357,2899.049196,WP014,1.16,1.24,2.96
445596.119935,492890.887725,2897.610516,WP014,0.7,0.9,2.9
445594.731095,492890.924093,2896.171836,WP014,0.98,0.79,2.85
445593.342254,492890.960461,2894.733157,WP014,0.43,0.25,3.16
445591.953413,492890.996829,2893.294477,WP014,0.24,0.22,2.82
445590.564573,492891.033197,2891.855798,WP014,0.44,0.39,2.81
445589.175732,492891.069565,2890.417118,WP014,0.46,1.05,2.48
445587.786891,492891.105934,2888.978438,WP014,0.55,9.71,3.04
445586.398051,492891.142302,2887.539759,WP014,0.56,0.56,3.16
445585.009210,492891.178670,2886.101079,WP014,0.6,1.1,2.91
445583.620369,492891.215038,2884.662400,WP014,1.59,3.29,3.22
445582.231529,492891.251406,2883.223720,WP014,1.27,3.64,3.04
445580.842688,492891.287774,2881.785040,WP014,0.72,0.34,3.12
445579.453685,492891.324187,2880.346519,WP014,0.84,0.34,3.25
445578.063014,492891.361065,2878.909621,WP014,0.85,0.4,3
445576.670313,492891.398508,2877.474706,WP014,0.97,4.3,3.28
445575.275585,492891.436517,2876.041776,WP014,0.72,1.54,3.11
445573.878832,492891.475092,2874.610835,WP014,0.82,1.69,3.32
445572.480057,492891.514233,2873.181886,WP014,0.72,1.7,2.68
445571.079264,492891.553939,2871.754931,WP014,0.93,1.39,3.11
445569.676455,492891.594210,2870.329973,WP014,0.54,0.7,3.2
445568.271633,492891.635047,2868.907016,WP014,0.7,1.01,2.94
445566.864801,492891.676449,2867.486063,WP014,0.59,0.36,3.17
445565.455962,492891.718417,2866.067116,WP014,0.36,0.38,3.42
445564.045119,492891.760950,2864.650178,WP014,0.24,0.14,2.88
445562.632275,492891.804047,2863.235253,WP014,0.47,0.55,2.99
445561.217432,492891.847710,2861.822343,WP014,0.73,0.4,3.14
445559.800595,492891.891937,2860.411452,WP014,0.56,0.73,3.09
445558.381765,492891.936730,2859.002581,WP014,0.75,1.93,2.71
445556.960946,492891.982087,2857.595735,WP014,0.48,1.45,2.98
445555.538141,492892.028008,2856.190916,WP014,0.18,0.51,3.15
445554.113353,492892.074494,2854.788128,WP014,1.34,2.4,3.31
445552.686584,492892.121545,2853.387372,WP014,0.28,0.39,3.39
445551.257838,492892.169159,2851.988652,WP014,0.18,0.22,2.9
445549.827118,492892.217338,2850.591971,WP014,0.22,0.79,2.86
445548.394426,492892.266081,2849.197332,WP014,0.57,0.26,2.97
445546.959766,492892.315388,2847.804738,WP014,0.79,0.11,3.24
445545.523141,492892.365259,2846.414191,WP014,0.31,0.07,3.28
445544.085415,492892.417053,2845.024853,WP014,0.57,0.08,3
445541.929133,492892.502068,2842.940815,WP014,1.23,0.25,3.07
445539.773253,492892.595900,2840.856739,WP014,1.35,0.11,2.93
445538.336234,492892.663354,2839.467343,WP014,0.41,0.17,2.32
445536.899407,492892.734727,2838.077943,WP014,0.58,0.21,2.82
445535.462778,492892.810017,2836.688544,WP014,0.35,0.24,3.31
445534.026354,492892.889226,2835.299152,WP014,0.34,0.31,2.55
445532.590138,492892.972352,2833.909773,WP014,0.32,0.6,2.76
445531.154138,492893.059396,2832.520411,WP014,0.3,0.81,3.32
445529.718359,492893.150357,2831.131072,WP014,0.37,0.41,2.93
445528.282292,492893.245284,2829.742297,WP014,0.36,0.13,2.85
445526.844455,492893.344321,2828.355641,WP014,0.33,0.12,3.07
445525.404763,492893.447478,2826.971211,WP014,0.25,0.03,3.07
445523.963226,492893.554753,2825.589017,WP014,0.39,0.17,2.88
445522.519852,492893.666145,2824.209067,WP014,0.2,0.21,3.02
445521.074651,492893.781655,2822.831371,WP014,0.42,0.09,2.94
445519.627631,492893.901280,2821.455935,WP014,0.39,0.18,2.96
445518.178803,492894.025021,2820.082771,WP014,0.32,0.66,3.19
445516.728174,492894.152876,2818.711885,WP014,0.8,0.18,3.14
445515.275755,492894.284845,2817.343287,WP014,0.24,0.06,2.97
445513.821554,492894.420928,2815.976985,WP014,0.25,0.28,2.81
445512.365605,492894.560627,2814.612913,WP014,0.56,0.05,3
445510.908052,492894.700973,2813.250619,WP014,0.45,0.05,2.7
445509.448924,492894.841471,2811.890030,WP014,0.6,0.28,3.2
445507.988220,492894.982121,2810.531148,WP014,0.29,0.64,3.22
445506.525943,492895.122922,2809.173973,WP014,0.16,0.05,3.02
445505.062096,492895.263875,2807.818509,WP014,0.3,0.09,3.15
445503.596679,492895.404978,2806.464758,WP014,0.39,0.34,3.05
445502.129696,492895.546233,2805.112720,WP014,0.34,0.18,2.91
445500.661148,492895.687638,2803.762397,WP014,0.61,0.09,3.06
445499.191037,492895.829193,2802.413793,WP014,0.32,0.05,2.94
445497.719364,492895.970899,2801.066907,WP014,0.3,0.13,3.05
445496.246133,492896.112755,2799.721743,WP014,0.59,0.03,3.15
445494.771345,492896.254761,2798.378302,WP014,0.38,0.1,3.12
445493.295002,492896.396917,2797.036586,WP014,0.51,0.07,3.12
445491.817106,492896.539222,2795.696596,WP014,0.39,0.04,3.24
445490.337081,492896.671962,2794.358035,WP014,0.59,0.07,3.09
445202.786006,493720.288415,3033.493967,WP015,,,
445202.108018,493720.489244,3032.786860,WP015,0.43,0.51,
445201.091036,493720.790488,3031.726200,WP015,0.43,0.58,3.08
445199.735060,493721.192146,3030.311987,WP015,0.51,0.53,3.16
445198.379084,493721.593804,3028.897773,WP015,0.51,0.79,2.5
445197.023109,493721.995463,3027.483559,WP015,0.37,2.99,2.53
445195.667133,493722.397121,3026.069346,WP015,0.61,14.86,
445194.311157,493722.798779,3024.655132,WP015,0.59,4.16,3.05
445192.955181,493723.200438,3023.240919,WP015,0.49,2.53,3.13
445191.599205,493723.602096,3021.826705,WP015,1.14,3.46,3.08
445190.243229,493724.003754,3020.412492,WP015,0.77,1.5,3.11
445188.887253,493724.405413,3018.998278,WP015,0.15,0.74,2.83
445187.531277,493724.807071,3017.584065,WP015,0.12,0.53,2.82
445186.175302,493725.208729,3016.169851,WP015,0.17,0.27,2.97
445184.819326,493725.610388,3014.755637,WP015,0.12,0.6,3.05
445183.463350,493726.012046,3013.341424,WP015,0.03,0.47,2.88
445182.107257,493726.413932,3011.927388,WP015,0.1,0.37,2.96
445180.750343,493726.817412,3010.514593,WP015,0.11,1.03,2.93
445179.392492,493727.222713,3009.103220,WP015,0.1,0.99,2.97
445178.033708,493727.629834,3007.693271,WP015,0.33,0.89,2.94
445176.673992,493728.038775,3006.284748,WP015,0.31,1.44,2.84
445175.313345,493728.449535,3004.877652,WP015,0.35,1.99,2.91
445173.951772,493728.862114,3003.471987,WP015,0.69,2.27,3
445172.589272,493729.276510,3002.067754,WP015,0.91,0.77,2.94
445171.225849,493729.692724,3000.664955,WP015,0.86,1.25,2.93
445169.861505,493730.110753,2999.263594,WP015,0.47,2,3.11
445168.496241,493730.530599,2997.863671,WP015,0.41,0.84,3.06
445167.130060,493730.952260,2996.465189,WP015,0.44,1.41,3.01
445165.762964,493731.375736,2995.068150,WP015,0.6,0.87,3.16
445164.394956,493731.801025,2993.672557,WP015,0.69,0.92,3.15
445163.026036,493732.228128,2992.278412,WP015,0.98,0.89,3.19
445161.656208,493732.657043,2990.885716,WP015,0.48,6.04,3.17
445160.285473,493733.087771,2989.494472,WP015,0.63,0.55,2.92
445158.913834,493733.520309,2988.104682,WP015,0.63,0.76,3.21
445157.541293,493733.954658,2986.716348,WP015,0.49,0.47,3.14
445156.167851,493734.390817,2985.329472,WP015,0.5,0.43,3
445154.793512,493734.828785,2983.944058,WP015,0.66,0.65,3.07
445153.418276,493735.268562,2982.560105,WP015,0.86,1.44,3.04
445152.042147,493735.710146,2981.177618,WP015,0.8,0.93,3.17
445150.665127,493736.153538,2979.796598,WP015,0.75,0.67,3.14
445149.287216,493736.598736,2978.417046,WP015,0.59,2.52,3.01
445147.908419,493737.045740,2977.038966,WP015,0.48,2.65,3.12
445146.528736,493737.494549,2975.662360,WP015,0.77,1.71,3
445145.148171,493737.945162,2974.287229,WP015,0.43,1.84,3.11
445143.766724,493738.397579,2972.913575,WP015,0.68,1.24,3.08
445142.384399,493738.851799,2971.541402,WP015,0.61,1.29,2.97
445141.001197,493739.307822,2970.170710,WP015,0.71,1.98,3.15
445139.617121,493739.765646,2968.801502,WP015,0.48,3.63,2.97
445138.232172,493740.225271,2967.433781,WP015,0.36,0.47,3.07
445136.846353,493740.686695,2966.067548,WP015,1,2.2,3.15
445135.459666,493741.149920,2964.702805,WP015,0.45,0.54,3.15
445134.071968,493741.614237,2963.339463,WP015,0.35,0.67,3.02
445132.683112,493742.078942,2961.977432,WP015,0.38,0.5,3.04
445131.293102,493742.544033,2960.616711,WP015,0.41,0.28,3.28
445129.901936,493743.009510,2959.257303,WP015,0.54,0.56,3.07
445128.509618,493743.475374,2957.899209,WP015,0.54,0.67,3.13
445127.116147,493743.941622,2956.542429,WP015,0.57,0.84,2.88
445125.721525,493744.408256,2955.186966,WP015,0.46,0.56,2.86
445124.325753,493744.875275,2953.832818,WP015,0.45,1.94,3.08
445122.928833,493745.342678,2952.479989,WP015,0.47,0.23,2.96
445121.530765,493745.810465,2951.128479,WP015,0.49,0.51,3.07
445120.131550,493746.278636,2949.778289,WP015,0.51,0.15,2.93
445118.731189,493746.747190,2948.429420,WP015,0.51,0.22,3.09
445117.329685,493747.216127,2947.081873,WP015,0.43,0.25,3.27
445115.927037,493747.685446,2945.735649,WP015,0.36,0.35,3
445114.523247,493748.155148,2944.390750,WP015,0.48,0.97,3.04
445113.118316,493748.625231,2943.047176,WP015,0.59,0.33,2.97
445111.712245,493749.095696,2941.704929,WP015,0.33,3.03,2.93
445110.305035,493749.566542,2940.364009,WP015,0.45,0.54,3.02
445108.896688,493750.037768,2939.024418,WP015,0.34,0.47,3.05
445107.487254,493750.509358,2937.686099,WP015,0.58,2.52,3.08
445106.077033,493750.981212,2936.348703,WP015,0.37,1.22,2.98
445104.666073,493751.453312,2935.012172,WP015,0.42,1.87,3.14
445103.254377,493751.925659,2933.676507,WP015,0.32,0.71,2.98
445101.841944,493752.398253,2932.341708,WP015,0.56,2.2,3.04
445100.428774,493752.871092,2931.007776,WP015,0.35,2.37,3.15
445099.014869,493753.344178,2929.674711,WP015,0.7,3.39,3.04
445097.600229,493753.817510,2928.342514,WP015,0.44,1.84,2.94
445096.184854,493754.291088,2927.011184,WP015,0.53,0.88,2.91
445094.768745,493754.764912,2925.680724,WP015,0.31,0.72,3.19
445093.351902,493755.238981,2924.351132,WP015,0.37,0.7,3.16
445091.934325,493755.713295,2923.022410,WP015,0.24,0.72,2.89
445090.516016,493756.187855,2921.694557,WP015,0.23,0.81,2.81
445089.096975,493756.662660,2920.367575,WP015,0.33,0.57,3.06
445087.677201,493757.137709,2919.041464,WP015,0.44,0.7,3.07
445086.256696,493757.613003,2917.716224,WP015,0.58,1.15,2.93
445084.835461,493758.088542,2916.391855,WP015,0.46,1.54,3.02
445083.413494,493758.564325,2915.068359,WP015,0.3,0.8,2.99
445081.990798,493759.040353,2913.745735,WP015,0.66,2.32,2.93
445080.567373,493759.516624,2912.423985,WP015,0.3,0.83,3
445079.143218,493759.993140,2911.103108,WP015,0.2,1.02,3.21
445077.718335,493760.469899,2909.783104,WP015,0.33,0.89,3.04
445076.292724,493760.946902,2908.463975,WP015,0.21,1.05,2.85
445074.866385,493761.424148,2907.145721,WP015,0.28,0.96,2.9
445073.439320,493761.901638,2905.828342,WP015,0.24,0.73,3.05
445072.011527,493762.379370,2904.511839,WP015,0.12,0.17,2.78
445070.583009,493762.857346,2903.196212,WP015,0.21,0.31,3.16
445069.153765,493763.335564,2901.881461,WP015,0.1,0.35,2.92
445067.723796,493763.814025,2900.567588,WP015,0.33,2.15,3.01
445066.293102,493764.292729,2899.254592,WP015,0.24,2.18,3.05
445064.861594,493764.771704,2897.942584,WP015,0.15,0.29,3.15
445063.428729,493765.251134,2896.632223,WP015,0.32,0.36,2.88
445061.994420,493765.731048,2895.323621,WP015,0.34,0.42,3.06
445060.558667,493766.211444,2894.016780,WP015,1.34,2.89,2.94
445059.121474,493766.692322,2892.711701,WP015,0.14,0.13,2.92
445057.682841,493767.173682,2891.408387,WP015,0.21,0.71,2.97
445056.242771,493767.655522,2890.106839,WP015,0.14,0.41,3.09
445054.801266,493768.137843,2888.807058,WP015,0.23,0.15,2.98
445053.358328,493768.620643,2887.509047,WP015,0.18,0.38,2.93
445051.913958,493769.103923,2886.212807,WP015,0.32,0.81,2.97
445050.468160,493769.587680,2884.918341,WP015,0.21,0.12,3.05
445049.020933,493770.071915,2883.625649,WP015,0.28,0.25,3.15
445047.572282,493770.556627,2882.334733,WP015,0.43,0.78,2.86
445046.122207,493771.041816,2881.045596,WP015,0.56,0.4,2.89
445044.670710,493771.527480,2879.758240,WP015,0.48,0.13,3.05
445043.217971,493772.013559,2878.472442,WP015,0.29,0.12,2.96
445041.765055,493772.499698,2877.186866,WP015,0.16,0.11,3.14
445040.312139,493772.985837,2875.901291,WP015,0.13,0.06,3.01
445038.859223,493773.471976,2874.615716,WP015,0.18,0.17,3.06
445037.406307,493773.958115,2873.330141,WP015,0.24,0.09,3.09
445035.953391,493774.444254,2872.044565,WP015,0.1,0.03,3.13
445034.500475,493774.930393,2870.758990,WP015,0.2,0.06,3.08
445033.047558,493775.416532,2869.473415,WP015,0.46,0.22,3.2
445031.594642,493775.902671,2868.187840,WP015,0.27,0.07,3.13
445030.141726,493776.388810,2866.902265,WP015,0.24,0.12,3.12
445028.688810,493776.874949,2865.616689,WP015,0.29,0.14,3.09
445027.235894,493777.361088,2864.331114,WP015,0.3,0.36,3.19
445025.782978,493777.847227,2863.045539,WP015,0.2,0.15,2.94
445024.330062,493778.333365,2861.759964,WP015,0.22,0.34,3.09
445022.877146,493778.819504,2860.474388,WP015,0.1,0.06,3.17
445021.424229,493779.305643,2859.188813,WP015,0.09,0.09,3.12
445019.971313,493779.791782,2857.903238,WP015,0.08,0.06,3.02
445018.518397,493780.277921,2856.617663,WP015,0.08,0.04,3.14
445017.065481,493780.764060,2855.332088,WP015,0.09,0.1,3.22
445015.612565,493781.250199,2854.046512,WP015,0.11,0.07,3.25
445014.159649,493781.736338,2852.760937,WP015,0.19,0.19,3.21
445012.706733,493782.222477,2851.475362,WP015,0.3,0.14,3.17
445011.253816,493782.708616,2850.189787,WP015,0.19,0.09,3.09
445009.800900,493783.194755,2848.904211,WP015,0.24,0.22,3.21
445008.347984,493783.680894,2847.618636,WP015,0.25,0.19,3.13
445006.895068,493784.167033,2846.333061,WP015,0.19,0.15,3.2
445005.442152,493784.653172,2845.047486,WP015,0.2,0.45,3.24
445003.989236,493785.139311,2843.761911,WP015,0.27,0.39,3.14
445002.536320,493785.625450,2842.476335,WP015,0.16,0.26,3.05
445001.083404,493786.111588,2841.190760,WP015,0.24,0.24,3.12
444999.630735,493786.597876,2839.904961,WP015,0.35,0.24,3.15
444998.179803,493787.085203,2838.617597,WP015,0.25,0.93,3.05
444996.730857,493787.573718,2837.328447,WP015,0.19,0.15,3.2
444995.283900,493788.063419,2836.037514,WP015,0.45,0.56,3.02
444993.838936,493788.554305,2834.744799,WP015,0.14,0.24,3.16
444992.395969,493789.046376,2833.450307,WP015,0.1,0.95,3.02
444990.955000,493789.539629,2832.154040,WP015,0.37,0.83,3
444989.516032,493790.034065,2830.856001,WP015,0.26,0.57,3.12
444988.079070,493790.529682,2829.556192,WP015,0.05,0.65,3.07
444986.644117,493791.026479,2828.254616,WP015,0.1,0.51,3.12
444985.211174,493791.524454,2826.951276,WP015,0.1,0.62,3.11
444983.780245,493792.023608,2825.646175,WP015,0.06,0.53,3.16
444982.351334,493792.523938,2824.339316,WP015,0.07,0.34,3.07
444980.924443,493793.025445,2823.030701,WP015,0.13,0.77,2.79
